
---------- Begin Simulation Statistics ----------
simSeconds                                   0.012470                       # Number of seconds simulated (Second)
simTicks                                  12470243500                       # Number of ticks simulated (Tick)
finalTick                                 13514610500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    113.24                       # Real time elapsed on the host (Second)
hostTickRate                                110125635                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     802292                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   240614                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     370534                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         24940487                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        47538306                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        1                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       45530655                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1786                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8342427                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12183620                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.numIssuedDist::samples            24865591                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.831071                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.275713                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       45530655                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.825572                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                                  41                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.000001                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                115927307                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                55880412                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        44466991                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                      1421                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                      690                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses              690                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    45529918                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                          731                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          45012709                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                      14268887                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    517946                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                           17428638                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                        3163155                       # Number of branches executed (Count)
system.cpu.numStoreInsts                      3159751                       # Number of stores executed (Count)
system.cpu.numRate                           1.804805                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                            1159                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           74896                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                    25467459                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      39195877                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.979308                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.979308                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.021129                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.021129                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   54744713                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  36024305                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                        1230                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                        570                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    11577767                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   14533699                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                  24285376                       # number of misc regfile reads (Count)
system.cpu.MemDepUnit__0.insertedLoads       14889469                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores       3384796                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads      2949183                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores       365114                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 4179191                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted           3165371                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            420888                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              2762861                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 2762824                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999987                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  160010                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                290                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             176                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                157                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses               19                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            7                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct      1362828                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong       764278                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect      1517066                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect        98799                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect         4115                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect        36594                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong       340842                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong        64821                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong         3726                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          592                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit       111436                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit        39122                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1        83667                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2       154153                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3       522392                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4       792153                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5       278714                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6        62187                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7        12630                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8        19292                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        18762                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10        10123                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11         2993                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12        64462                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0       225665                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1        95394                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2       614424                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3       790364                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4       169909                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5        51310                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6        17551                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7          715                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8          296                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9        12854                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10        36323                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11         6723                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts         8342427                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls               1                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            420840                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples     23644058                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.657747                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.517509                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0         7477464     31.63%     31.63% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1         5281066     22.34%     53.96% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         3683377     15.58%     69.54% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         2260547      9.56%     79.10% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         4941604     20.90%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            4                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total     23644058                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted             25467459                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               39195877                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    14857744                       # Number of memory references committed (Count)
system.cpu.commit.loads                      11958887                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                           0                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                    2923534                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                        690                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                    39195306                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                141796                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass           45      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu     24112368     61.52%     61.52% # Class of committed instruction (Count)
