
---------- Begin Simulation Statistics ----------
simSeconds                                   0.012129                       # Number of seconds simulated (Second)
simTicks                                  12129155500                       # Number of ticks simulated (Tick)
finalTick                                 13146801000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    117.68                       # Real time elapsed on the host (Second)
hostTickRate                                103069970                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     802324                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   231531                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     356548                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         24258311                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        48098410                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        1                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       46094048                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    261                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8902531                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12203127                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.numIssuedDist::samples            24189776                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.905518                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.555854                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     60.96% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     60.96% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead     14745706     31.99%     92.95% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite      3249946      7.05%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead           60      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       46094048                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.900134                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                               36905                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.000801                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                116413659                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                57000660                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        45005392                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                      1380                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                      690                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses              690                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    46130216                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                          690                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          45542145                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                      14453913                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    551904                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                           17651973                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                        3194627                       # Number of branches executed (Count)
system.cpu.numStoreInsts                      3198060                       # Number of stores executed (Count)
system.cpu.numRate                           1.877383                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                            1068                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           68535                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                    25467459                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      39195877                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.952522                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.952522                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.049845                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.049845                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   55509175                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  36491841                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                        1230                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                        570                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    11647194                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   14789679                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                  24550241                       # number of misc regfile reads (Count)
system.cpu.MemDepUnit__0.insertedLoads       15141614                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores       3444342                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads      3288280                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores       444648                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 4689742                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted           3539514                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            422845                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              3168474                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 3168421                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999983                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  167785                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                290                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             173                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                158                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses               15                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            6                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct      1363044                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong       764062                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect      1510248                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect        98809                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect         3808                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect        53204                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong       340379                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong        66337                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong         3189                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          763                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit       111813                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit        39457                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1        56815                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2       142449                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3       544239                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4       811924                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5       249740                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6        41185                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7        14278                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8        18046                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        18844                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10         6380                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11         8000                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12       103873                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0       187116                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1       111047                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2       585108                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3       833608                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4       192601                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5        47755                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6        13733                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7          468                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8         5063                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9        23760                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10           57                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11        15457                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts         8902126                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls               1                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            422796                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples     22832726                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.716653                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.228759                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0         8510760     37.27%     37.27% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1         5612323     24.58%     61.85% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         3622046     15.86%     77.72% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         2019603      8.85%     86.56% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          558775      2.45%     89.01% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          516959      2.26%     91.27% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6          109084      0.48%     91.75% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          259154      1.14%     92.89% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8         1624022      7.11%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total     22832726                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted             25467459                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               39195877                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    14857744                       # Number of memory references committed (Count)
