kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
matrix_mul.1.sm_52.ptx 149 : 4096 25440 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 246 : 16384 183136 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 195 : 16384 165600 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 148 : 4096 969440 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 245 : 16384 510016 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 147 : 4096 976896 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 244 : 16384 508864 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 193 : 16384 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 146 : 4096 991104 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 243 : 16384 183936 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 192 : 16384 116736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 145 : 4096 991104 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 242 : 16384 510912 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 155 : 4096 28736 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 156 : 4096 45472 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 157 : 4096 28352 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 158 : 4096 33088 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 159 : 4096 27584 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 160 : 4096 0 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 162 : 4096 50624 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 163 : 4096 38624 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 164 : 4096 42720 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 165 : 4096 44896 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 166 : 4096 34176 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 167 : 4096 47072 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 200 : 16384 65728 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 201 : 16384 98304 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 202 : 16384 508512 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 203 : 16384 508704 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 204 : 16384 182240 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 205 : 16384 514176 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 206 : 16384 512128 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 207 : 16384 184128 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 208 : 16384 511872 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 209 : 16384 511520 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 210 : 16384 181824 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 211 : 16384 512288 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 212 : 16384 512096 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 213 : 16384 184704 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 214 : 16384 511328 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 215 : 16384 513632 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 216 : 16384 183296 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 217 : 16384 511360 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 218 : 16384 511424 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 219 : 16384 185376 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 220 : 16384 517248 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 221 : 16384 516960 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 222 : 16384 184704 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 223 : 16384 513664 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 224 : 16384 512480 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 225 : 16384 183584 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 226 : 16384 510368 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 227 : 16384 510240 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 228 : 16384 184288 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 229 : 16384 509152 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 230 : 16384 509920 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 231 : 16384 183040 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 232 : 16384 510624 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 233 : 16384 511616 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 234 : 16384 184096 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 235 : 16384 513664 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 236 : 16384 511008 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 237 : 16384 183872 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 238 : 16384 511840 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 239 : 16384 511584 0 512 512 0 0 0 0 
matrix_mul.1.sm_52.ptx 240 : 16384 184288 0 0 0 0 0 0 0 
matrix_mul.1.sm_52.ptx 241 : 16384 511232 0 512 512 0 0 0 0 
