
---------- Begin Simulation Statistics ----------
simSeconds                                   0.015929                       # Number of seconds simulated (Second)
simTicks                                  15928782500                       # Number of ticks simulated (Tick)
finalTick                                 17232031000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    115.48                       # Real time elapsed on the host (Second)
hostTickRate                                137940944                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     802312                       # Number of bytes of host memory used (Byte)
simInsts                                     27246366                       # Number of instructions simulated (Count)
simOps                                       41958143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   235949                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     363351                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         31857565                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        42917540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                        1                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       41923218                       # Number of instructions issued (Count)
system.cpu.squashedInstsExamined              3721661                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           5325003                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.numIssuedDist::samples            31783632                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.319019                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.158407                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::MemWrite      3086750      7.36%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead           60      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       41923218                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         1.315958                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                               19799                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.000472                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                115648488                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                46638640                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        41195963                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                      1380                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                      690                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses              690                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    41942281                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                          690                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          41565401                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                      12963229                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    357818                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                           16034957                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                        3065862                       # Number of branches executed (Count)
system.cpu.numStoreInsts                      3071728                       # Number of stores executed (Count)
system.cpu.numRate                           1.304726                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                            1025                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           73933                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                    25467459                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      39195877                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               1.250913                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          1.250913                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               0.799416                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          0.799416                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   51230880                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  32941913                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                        1230                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                        570                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                    11195113                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                   13673524                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                  22437870                       # number of misc regfile reads (Count)
system.cpu.MemDepUnit__0.insertedLoads       13334539                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores       3117914                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads      2001613                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores       230229                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 4337614                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted           3262086                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            411355                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              2892073                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 2892022                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.999982                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  161082                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                280                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             158                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                144                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses               14                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            6                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct      1361812                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong       765294                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect      1484543                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect       100177                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect         3034                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect        68684                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong       340162                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong        67231                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong         2368                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          436                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit       112548                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit        39853                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1        24623                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2       169878                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3       519865                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4       806591                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5       287823                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6        41591                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7        42317                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8        13270                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        12592                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10         9551                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11         3962                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12        60050                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0       179581                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1        94954                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2       611475                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3       800120                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4       194532                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5        59757                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6         7413                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7         3027                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8          136                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9         1683                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10        15181                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11        24254                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts         3721586                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls               1                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            411308                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples     31041518                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.262692                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.460759                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0        11113400     35.80%     35.80% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1        10566173     34.04%     69.84% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2         4431536     14.28%     84.12% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3         2337462      7.53%     91.65% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4         1261261      4.06%     95.71% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          810903      2.61%     98.32% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6          145256      0.47%     98.79% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          221065      0.71%     99.50% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          154462      0.50%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total     31041518                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted             25467459                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               39195877                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                    14857744                       # Number of memory references committed (Count)
system.cpu.commit.loads                      11958887                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
